Sample_Id	participant_repeated_measure_Id	Participant_Id	Host body habitat [UBERON_0000466]	Host body product [UBERON_0000463]	Host body site [UBERON_0000061]	Region of 16S rRNA sequenced [SO_0001000]	Sample collection device or method [OBI_0003070]	Sample type [OBI_0100051]
SRR7046430	ID4_69 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046431	ID4_70 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046432	ID4_91 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046433	ID4_99 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046434	ID4_94 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046435	ID4_230 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046436	ID4_233 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046437	ID4_234 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046438	ID4_231 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046439	ID4_232 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046440	ID4_237 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046441	ID4_238 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046442	ID4_235 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046443	ID4_236 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046444	ID4_239 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046445	ID4_240 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046446	ID4_141 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046447	ID4_142 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046448	ID4_143 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046449	ID4_144 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046450	ID4_145 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046451	ID4_146 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046452	ID4_147 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046453	ID4_148 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046454	ID4_149 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046455	ID4_150 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046456	ID4_52 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046457	ID4_51 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046458	ID4_54 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046459	ID4_53 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046460	ID4_56 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046461	ID4_55 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046462	ID4_58 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046463	ID4_57 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046464	ID4_60 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046465	ID4_59 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046466	ID4_4 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046467	ID4_222 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046468	ID4_221 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046469	ID4_224 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046470	ID4_223 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046471	ID4_226 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046472	ID4_225 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046473	ID4_160 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046474	ID4_159 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046475	ID4_158 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046476	ID4_157 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046477	ID4_156 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046478	ID4_155 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046479	ID4_154 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046480	ID4_153 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046481	ID4_152 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7046482	ID4_151 (Source)	ID4 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047961	ID5_85 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047962	ID5_86 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047963	ID5_92 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7047964	ID5_140 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7047965	ID5_139 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7047966	ID5_136 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7047967	ID5_135 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7047968	ID5_138 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7047969	ID5_137 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7047970	ID5_132 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7047971	ID5_131 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7047972	ID5_134 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7047973	ID5_133 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7047974	ID5_239 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047975	ID5_240 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047976	ID5_233 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047977	ID5_234 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047978	ID5_231 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047979	ID5_232 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047980	ID5_237 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047981	ID5_238 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047982	ID5_235 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047983	ID5_236 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047984	ID5_213 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047985	ID5_69 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047986	ID5_70 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047987	ID5_214 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047988	ID5_65 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047989	ID5_66 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047990	ID5_67 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047991	ID5_68 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047992	ID5_61 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047993	ID5_62 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047994	ID5_63 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047995	ID5_64 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047996	ID5_149 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7047997	ID5_150 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7047998	ID5_219 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7047999	ID5_141 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048000	ID5_142 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048001	ID5_143 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048002	ID5_144 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048003	ID5_145 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048004	ID5_146 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048005	ID5_147 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048006	ID5_148 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048007	ID5_230 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048008	ID5_229 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048009	ID5_99 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048010	ID5_222 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048011	ID5_221 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048012	ID5_224 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048013	ID5_223 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048014	ID5_226 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048015	ID5_225 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048016	ID5_228 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048017	ID5_227 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048018	ID5_60 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048019	ID5_59 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048020	ID5_48 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048021	ID5_45 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048022	ID5_51 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048023	ID5_54 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048024	ID5_53 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048025	ID5_56 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048026	ID5_55 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048027	ID5_58 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048028	ID5_57 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048029	ID5_40 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048030	ID5_39 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048031	ID5_38 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048032	ID5_37 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048033	ID5_36 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048034	ID5_35 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048035	ID5_34 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048036	ID5_33 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048037	ID5_32 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048038	ID5_31 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048039	ID5_158 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048040	ID5_157 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048041	ID5_156 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048042	ID5_155 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048043	ID5_154 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048044	ID5_153 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048045	ID5_152 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048046	ID5_151 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048047	ID5_160 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048048	ID5_159 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048049	ID5_49 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048050	ID5_50 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048051	ID5_43 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048052	ID5_44 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048053	ID5_41 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048054	ID5_42 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048055	ID5_251 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048056	ID5_252 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048057	ID5_253 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048058	ID5_46 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048059	ID5_29 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048060	ID5_30 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048061	ID5_21 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048062	ID5_22 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048063	ID5_23 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048064	ID5_24 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048065	ID5_25 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048066	ID5_26 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048067	ID5_27 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048068	ID5_28 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048069	ID5_163 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048070	ID5_164 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048071	ID5_161 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048072	ID5_162 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048073	ID5_167 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048074	ID5_168 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048075	ID5_165 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048076	ID5_166 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048077	ID5_8 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048078	ID5_7 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048079	ID5_169 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048080	ID5_170 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048081	ID5_4 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048082	ID5_3 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048083	ID5_2 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048084	ID5_1 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048085	ID5_89 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048086	ID5_250 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048087	ID5_249 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048088	ID5_91 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048089	ID5_244 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048090	ID5_243 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048091	ID5_242 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048092	ID5_241 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048093	ID5_248 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048094	ID5_247 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048095	ID5_246 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048096	ID5_245 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048097	ID5_16 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048098	ID5_15 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048099	ID5_18 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048100	ID5_17 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048101	ID5_12 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048102	ID5_11 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048103	ID5_14 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048104	ID5_13 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048105	ID5_10 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048106	ID5_20 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048107	ID5_19 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048108	ID5_9 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048109	ID5_172 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048110	ID5_171 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048111	ID5_174 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048112	ID5_173 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048113	ID5_176 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048114	ID5_175 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048115	ID5_178 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048116	ID5_177 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048117	ID5_180 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048118	ID5_179 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048119	ID5_100 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048120	ID5_6 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048121	ID5_5 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048122	ID5_52 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048123	ID5_47 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048124	ID5_105 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048125	ID5_106 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048126	ID5_107 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048127	ID5_108 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048128	ID5_101 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048129	ID5_102 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048130	ID5_103 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048131	ID5_104 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048132	ID5_96 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048133	ID5_95 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048134	ID5_98 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048135	ID5_97 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048136	ID5_109 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048137	ID5_110 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048138	ID5_94 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048139	ID5_93 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7048140	ID5_189 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048141	ID5_190 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048142	ID5_185 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048143	ID5_186 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048144	ID5_187 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048145	ID5_188 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048146	ID5_181 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048147	ID5_182 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048148	ID5_183 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048149	ID5_184 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048150	ID5_74 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048151	ID5_73 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048152	ID5_72 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048153	ID5_71 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048154	ID5_78 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048155	ID5_77 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048156	ID5_76 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7048157	ID5_75 (Source)	ID5 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
